feeder_load_W
2475962.6335145296
2465363.839399212
2448195.6200439576
2418659.4287296534
2394902.575738821
2377049.6568176383
2367701.135727382
2357141.7703054072
2357659.8778330805
2344693.119319417
2360106.7929218123
2349026.370138669
2368819.9030239754
2385041.0945010586
2409334.804560486
2431680.9592540464
2476353.652082055
2503063.2603890887
2536110.639469764
2653693.301920632
2681574.606255359
2720517.101639061
2854794.836535164
2937948.158141036
3034138.9483303204
3185765.3996208943
3307929.7758264854
3394410.030959704
3517536.7034976785
3529855.9592777384
3733173.216534508
3842135.913612576
3950092.167167296
3980769.133399541
4129816.816330316
4127760.7236426175
4306468.961384939
4504034.871048644
4504645.596159958
4679396.352821626
3778068.740355576
3843094.245374799
3780280.000528369
3869186.046483561
4005941.589977287
4050941.012950688
3831725.370589052
3947320.1845115633
3838433.9067393113
4041988.967793876
3869049.199918895
3631136.987894095
3465388.991064421
3443656.8823232283
3381729.4940343425
3240341.428058896
3163079.59095757
2825366.445208495
2695613.420386721
2670508.482149273
2443432.3695417093
2428741.681759285
2418707.311883349
2464257.8711486
3083946.6900465605
3016207.897828291
2970125.8122797376
2860184.054359252
2797200.665907243
2833691.3765334543
2850331.995876219
2862007.558276672
